,red,green,blue,closest
4673,77,80,71,
4674,74,75,67,
4675,88,89,81,
4676,78,78,68,
4677,76,76,66,
4678,74,77,68,
4679,76,81,74,
4680,76,75,57,
4681,76,74,59,
4682,75,73,58,
4683,74,72,57,
4684,75,74,56,
4685,74,71,56,
4686,86,88,75,
4687,88,100,86,
4688,88,102,87,
4689,84,92,79,
4690,80,82,71,
4691,79,79,67,
4692,82,83,69,
4693,81,82,68,
4694,82,83,69,
4695,86,84,69,
4696,85,84,54,
4697,197,190,144,
4698,200,183,129,
4699,199,180,124,
4700,203,182,125,
4701,209,185,125,
4702,215,189,128,
4703,221,196,132,
4704,230,201,141,
4705,217,192,128,
4706,215,189,128,
4707,202,176,119,
4708,206,180,123,
4709,196,170,113,
4710,211,181,127,
4711,223,192,137,
4712,222,191,136,
4713,213,183,129,
4714,203,176,121,
4715,197,170,115,
4716,199,171,121,
4717,208,180,130,
4718,195,167,117,
4719,201,173,123,
4720,207,180,127,
4721,211,183,135,
4722,195,165,113,
4723,199,172,117,
4724,211,183,133,
4725,204,173,126,
4726,216,184,135,
4727,218,187,133,
4728,208,177,122,
4729,216,187,131,
4730,212,185,130,
4731,203,176,121,
4732,206,180,123,
4733,210,184,127,
4734,213,187,130,
4735,211,185,128,
4736,213,189,129,
4737,207,184,143,
4738,126,95,101,
4739,130,95,127,
4740,129,88,118,
4741,133,92,124,
4742,137,95,131,
4743,134,92,130,
4744,137,91,130,
4745,147,100,142,
4746,149,101,149,
4747,146,98,148,
4748,152,102,155,
4749,152,104,154,
4750,157,107,158,
4751,151,98,152,
4752,155,98,153,
4753,160,110,161,
4754,162,114,162,
4755,169,134,167,
4756,102,90,102,
4757,86,87,82,
4758,77,65,79,
4759,163,121,169,
4760,158,103,160,
4761,152,99,153,
4762,144,93,149,
4763,138,90,142,
4764,143,93,146,
4765,141,91,144,
4766,142,94,146,
4767,140,92,144,
4768,139,89,140,
4769,131,83,131,
4770,127,84,127,
4771,124,86,127,
4772,121,83,120,
4773,113,79,114,
4774,116,95,114,
4775,85,81,80,
4776,80,81,76,
4777,88,93,86,
4778,91,101,92,
4779,86,96,88,
4780,83,88,81,
4781,74,76,65,
4782,76,73,66,
4783,75,72,63,
4784,71,72,58,
4785,72,68,59,
4786,79,74,68,
4787,73,74,66,
4788,78,80,67,
4789,81,84,77,
4790,77,82,75,
4791,70,80,71,
4792,92,102,93,
4793,107,112,105,
4794,81,84,75,
4795,107,110,101,
4796,78,80,69,
4797,76,78,65,
4798,87,90,79,
4799,92,97,91,
4800,75,75,63,
4801,72,72,60,
4802,71,73,60,
4803,73,75,61,
4804,79,80,64,
4805,82,82,70,
4806,96,104,93,
4807,98,112,97,
4808,95,109,94,
4809,80,91,77,
4810,80,83,74,
4811,80,80,68,
4812,79,79,67,
4813,83,84,70,
4814,84,86,73,
4815,88,90,69,
4816,137,132,92,
4817,194,182,124,
4818,201,187,124,
4819,200,184,125,
4820,208,188,127,
4821,213,189,127,
4822,219,194,130,
4823,223,198,132,
4824,219,194,130,
4825,214,188,129,
4826,205,178,123,
4827,217,187,133,
4828,197,170,115,
4829,217,191,132,
4830,219,188,131,
4831,218,186,129,
4832,212,182,122,
4833,211,180,123,
4834,217,188,128,
4835,217,191,134,
4836,190,163,108,
4837,206,179,126,
4838,202,171,117,
4839,230,199,145,
4840,215,185,131,
4841,221,191,141,
4842,182,155,102,
4843,213,188,132,
4844,227,199,151,
4845,197,166,119,
4846,211,179,128,
4847,220,189,134,
4848,218,187,132,
4849,214,189,133,
4850,213,188,132,
4851,211,186,132,
4852,202,177,120,
4853,209,184,127,
4854,212,187,130,
4855,213,188,131,
4856,210,187,133,
4857,206,186,123,
4858,154,126,112,
4859,124,89,119,
4860,129,89,123,
4861,131,89,125,
4862,133,91,131,
4863,138,96,136,
4864,137,90,134,
4865,146,99,143,
4866,149,101,149,
4867,146,98,148,
4868,153,103,154,
4869,156,106,155,
4870,152,104,154,
4871,154,104,157,
4872,158,108,159,
4873,160,110,163,
4874,163,115,167,
4875,163,119,170,
4876,173,146,181,
4877,91,82,85,
4878,84,80,79,
4879,154,122,163,
4880,160,112,164,
4881,157,104,160,
4882,153,99,157,
4883,142,95,147,
4884,153,106,160,
4885,147,101,150,
4886,145,98,152,
4887,147,98,153,
4888,142,94,144,
4889,139,91,139,
4890,135,89,136,
4891,126,88,129,
4892,114,80,113,
4893,105,77,102,
4894,91,80,88,
4895,80,80,72,
4896,80,77,70,
4897,83,78,74,
4898,94,81,98,
4899,111,94,112,
4900,114,92,113,
4901,84,72,76,
4902,77,73,64,
4903,77,73,62,
4904,79,73,59,
4905,76,76,66,
4906,84,86,81,
4907,70,75,68,
4908,68,78,67,
4909,95,102,94,
4910,80,87,79,
4911,84,96,84,
4912,82,94,82,
4913,90,100,89,
4914,94,102,91,
4915,92,100,89,
4916,121,124,113,
4917,82,82,72,
4918,78,81,72,
4919,83,90,83,
4920,76,79,68,
4921,86,89,78,
4922,77,80,69,
4923,85,87,76,
4924,79,80,64,
4925,78,76,64,
4926,101,106,99,
4927,97,113,103,
4928,90,102,90,
4929,80,88,77,
4930,85,88,77,
4931,80,80,68,
4932,80,80,68,
4933,84,84,72,
4934,86,88,77,
4935,87,89,65,
4936,187,183,136,
4937,200,184,125,
4938,207,189,127,
4939,203,184,125,
4940,208,188,127,
4941,218,197,134,
4942,221,197,133,
4943,215,191,127,
4944,202,178,116,
4945,213,188,132,
4946,198,173,117,
4947,202,176,119,
4948,217,191,132,
4949,219,193,134,
4950,219,191,128,
4951,221,192,132,
4952,208,179,121,
4953,224,195,137,
4954,204,178,119,
4955,200,174,117,
4956,202,175,120,
4957,211,184,129,
4958,213,182,128,
4959,210,177,123,
4960,212,181,127,
4961,208,178,128,
4962,188,161,108,
4963,220,190,136,
4964,204,176,126,
4965,194,164,114,
4966,206,174,123,
4967,226,193,140,
4968,213,181,124,
4969,206,180,123,
4970,207,182,126,
4971,208,183,127,
4972,209,184,127,
4973,207,182,125,
4974,213,188,131,
4975,215,190,133,
4976,214,192,134,
4977,213,191,131,
4978,204,177,147,
4979,131,97,114,
4980,126,86,120,
4981,134,92,128,
4982,134,92,132,
4983,135,92,135,
4984,140,94,140,
4985,142,94,142,
4986,149,99,150,
4987,151,98,152,
4988,160,107,159,
4989,151,101,152,
4990,154,104,157,
4991,162,112,165,
4992,159,110,165,
4993,161,110,167,
4994,160,109,166,
4995,167,118,173,
4996,176,134,184,
4997,179,152,183,
4998,94,81,91,
4999,102,77,106,
5000,169,123,172,
5001,166,110,171,
5002,157,106,163,
5003,152,105,157,
5004,159,112,166,
5005,148,102,151,
5006,146,97,152,
5007,152,101,157,
5008,148,98,151,
5009,148,99,146,
5010,138,91,135,
5011,128,87,129,
5012,115,84,118,
5013,113,94,114,
5014,80,76,75,
5015,74,77,66,
5016,77,74,67,
5017,106,87,107,
5018,127,96,128,
5019,126,89,130,
5020,115,80,120,
5021,122,94,119,
5022,92,75,85,
5023,80,73,67,
5024,80,73,63,
5025,72,73,65,
5026,87,93,89,
5027,89,99,91,
5028,94,107,97,
5029,83,90,82,
5030,69,79,70,
5031,118,128,119,
5032,76,86,77,
5033,91,101,92,
5034,79,86,78,
5035,92,99,91,
5036,88,91,80,
5037,102,99,90,
5038,83,83,73,
5039,77,78,70,
5040,101,109,98,
5041,79,87,76,
5042,95,103,92,
5043,80,86,76,
5044,77,78,64,
5045,80,76,65,
5046,98,101,94,
5047,103,114,108,
5048,86,96,88,
5049,88,94,84,
5050,84,86,75,
5051,84,86,72,
5052,79,79,67,
5053,84,84,74,
5054,93,95,84,
5055,123,124,92,
5056,188,182,130,
5057,202,183,124,
5058,205,185,126,
5059,202,184,122,
5060,209,189,128,
5061,214,193,130,
5062,216,192,130,
5063,208,186,126,
5064,214,192,134,
5065,199,177,120,
5066,201,176,119,
5067,224,198,139,
5068,217,191,130,
5069,219,194,130,
5070,223,198,134,
5071,216,192,130,
5072,207,181,122,
5073,210,184,127,
5074,208,182,125,
5075,201,175,118,
5076,208,179,123,
5077,199,174,117,
5078,213,182,127,
5079,214,181,127,
5080,215,183,132,
5081,199,171,123,
5082,200,173,120,
5083,221,191,139,
5084,197,167,117,
5085,192,164,114,
5086,209,179,127,
5087,212,181,127,
5088,225,190,136,
5089,214,185,129,
5090,216,191,134,
5091,210,185,128,
5092,213,188,131,
5093,215,190,133,
5094,214,189,132,
5095,214,189,132,
5096,212,188,126,
5097,216,191,134,
5098,213,187,138,
5099,140,106,107,
5100,136,95,129,
5101,138,96,132,
5102,134,92,132,
5103,137,94,137,
5104,142,96,142,
5105,148,100,150,
5106,153,100,154,
5107,156,101,158,
5108,155,102,156,
5109,162,109,163,
5110,161,108,162,
5111,159,106,162,
5112,158,107,164,
5113,161,110,169,
5114,165,111,169,
5115,167,114,170,
5116,172,117,175,
5117,177,128,183,
5118,176,151,173,
5119,98,77,92,
5120,179,138,182,
5121,179,130,186,
5122,169,122,176,
5123,158,114,163,
5124,170,123,177,
5125,153,107,156,
5126,156,109,163,
5127,162,111,167,
5128,153,102,159,
5129,150,102,152,
5130,140,94,140,
5131,123,85,126,
5132,122,96,121,
5133,78,73,77,
5134,71,72,64,
5135,75,72,65,
5136,102,86,97,
5137,137,101,149,
5138,125,84,124,
5139,119,83,121,
5140,114,82,121,
5141,115,81,116,
5142,107,82,104,
5143,102,91,95,
5144,92,85,79,
5145,77,78,73,
5146,95,104,99,
5147,76,89,80,
5148,90,103,94,
5149,77,84,77,
5150,91,98,90,
5151,95,102,94,
5152,77,87,78,
5153,86,93,85,
5154,75,82,74,
5155,85,92,84,
5156,111,114,105,
5157,98,94,85,
5158,88,86,74,
5159,75,72,63,
5160,86,94,83,
5161,88,96,85,
5162,81,89,78,
5163,79,87,74,
5164,76,79,68,
5165,79,76,67,
5166,96,97,91,
5167,105,115,106,
5168,95,102,94,
5169,89,95,85,
5170,87,89,76,
5171,84,86,72,
5172,82,82,70,
5173,87,88,74,
5174,91,92,74,
5175,158,155,114,
5176,201,188,133,
5177,205,185,126,
5178,205,184,127,
5179,207,188,130,
5180,212,192,133,
5181,211,189,131,
5182,214,189,132,
5183,199,177,120,
5184,201,179,121,
5185,206,184,126,
5186,209,185,125,
5187,221,195,134,
5188,224,198,137,
5189,227,201,140,
5190,221,195,134,
5191,208,182,125,
5192,206,179,124,
5193,207,180,125,
5194,200,173,118,
5195,213,187,130,
5196,222,193,137,
5197,216,191,135,
5198,209,179,125,
5199,214,179,125,
5200,216,184,133,
5201,191,163,116,
5202,192,166,117,
5203,202,176,127,
5204,193,167,118,
5205,211,188,138,
5206,207,182,128,
5207,217,187,133,
5208,225,194,139,
5209,216,190,133,
5210,215,190,133,
5211,212,187,130,
5212,214,189,132,
5213,214,189,132,
5214,212,187,130,
5215,216,191,134,
5216,216,192,132,
5217,213,188,131,
5218,211,186,129,
5219,188,156,145,
5220,135,94,126,
5221,134,92,128,
5222,135,93,133,
5223,137,94,137,
5224,140,93,139,
5225,144,96,146,
5226,152,102,155,
5227,154,101,157,
5228,156,103,157,
5229,161,108,162,
5230,159,106,160,
5231,157,104,160,
5232,163,109,167,
5233,165,111,169,
5234,165,111,169,
5235,166,111,168,
5236,174,115,173,
5237,177,122,177,
5238,179,138,180,
5239,147,119,142,
5240,172,136,174,
5241,184,142,192,
5242,172,132,182,
5243,159,119,169,
5244,163,121,171,
5245,163,121,169,
5246,175,131,184,
5247,166,119,174,
5248,157,110,164,
5249,152,106,155,
5250,127,90,133,
5251,118,93,122,
5252,87,72,79,
5253,78,73,67,
5254,73,75,64,
5255,79,66,76,
5256,140,104,142,
5257,132,89,135,
5258,125,84,126,
5259,118,84,117,
5260,114,84,120,
5261,116,82,117,
5262,112,83,113,
5263,107,89,105,
5264,77,68,69,
5265,75,76,70,
5266,74,79,72,
5267,105,115,106,
5268,96,106,97,
5269,82,89,81,
5270,106,113,105,
5271,79,86,78,
5272,79,86,78,
5273,87,94,86,
5274,101,108,100,
5275,74,81,73,
5276,89,95,85,
5277,87,87,77,
5278,98,98,88,
5279,91,93,82,
5280,72,80,69,
5281,106,114,103,
5282,82,90,79,
5283,85,93,82,
5284,70,76,66,
5285,79,79,71,
5286,76,76,68,
5287,100,105,98,
5288,91,98,90,
5289,95,101,91,
5290,89,93,79,
5291,83,85,71,
5292,85,83,71,
5293,88,89,73,
5294,87,91,68,
5295,174,167,123,
5296,210,191,133,
5297,206,186,125,
5298,203,184,125,
5299,204,185,129,
5300,203,182,127,
5301,205,182,128,
5302,204,181,127,
5303,199,176,122,
5304,203,181,123,
5305,209,187,127,
5306,219,195,131,
5307,226,200,139,
5308,228,202,141,
5309,214,188,129,
5310,217,191,132,
5311,209,182,127,
5312,209,184,130,
5313,208,180,130,
5314,208,181,126,
5315,211,185,126,
5316,210,181,125,
5317,208,182,125,
5318,215,185,131,
5319,216,181,127,
5320,205,175,123,
5321,186,160,111,
5322,181,157,109,
5323,184,162,113,
5324,181,159,112,
5325,192,170,120,
5326,200,177,123,
5327,208,183,126,
5328,213,184,126,
5329,214,189,132,
5330,216,191,134,
5331,207,182,125,
5332,217,191,134,
5333,214,189,132,
5334,213,188,131,
5335,209,184,127,
5336,213,189,129,
5337,211,187,127,
5338,208,183,127,
5339,165,132,123,
5340,135,94,126,
5341,137,95,131,
5342,136,94,134,
5343,138,95,138,
5344,139,93,139,
5345,147,99,147,
5346,149,96,150,
5347,157,104,160,
5348,155,102,156,
5349,152,99,153,
5350,155,102,156,
5351,156,103,159,
5352,162,108,166,
5353,165,111,169,
5354,166,112,170,
5355,163,112,169,
5356,168,115,171,
5357,172,119,173,
5358,186,142,191,
5359,182,150,187,
5360,151,121,155,
5361,185,152,195,
5362,176,138,187,
5363,162,124,171,
5364,159,119,169,
5365,172,134,183,
5366,176,136,189,
5367,173,126,180,
5368,164,122,170,
5369,157,113,164,
5370,125,91,128,
5371,93,80,90,
5372,78,73,67,
5373,78,73,67,
5374,76,65,71,
5375,148,117,151,
5376,134,87,139,
5377,126,84,124,
5378,120,79,119,
5379,118,81,122,
5380,115,81,118,
5381,113,82,116,
5382,114,80,115,
5383,110,81,109,
5384,99,88,96,
5385,84,84,74,
5386,79,80,74,
5387,77,83,71,
5388,74,82,71,
5389,76,84,73,
5390,80,87,79,
5391,78,85,77,
5392,83,90,82,
5393,77,84,76,
5394,81,88,80,
5395,81,88,80,
5396,91,97,87,
5397,80,83,72,
5398,74,77,66,
5399,123,126,115,
5400,78,85,77,
5401,78,85,77,
5402,92,99,91,
5403,80,87,79,
5404,77,82,75,
5405,84,89,82,
5406,85,88,79,
5407,80,86,76,
5408,77,80,69,
5409,87,89,78,
5410,92,92,80,
5411,84,80,68,
5412,85,85,75,
5413,98,96,83,
5414,128,128,90,
5415,201,192,137,
5416,203,184,126,
5417,197,178,120,
5418,195,178,122,
5419,198,182,123,
5420,198,179,121,
5421,206,187,129,
5422,194,173,118,
5423,204,183,128,
5424,198,176,119,
5425,211,189,129,
5426,222,198,136,
5427,228,202,143,
5428,218,194,134,
5429,216,190,131,
5430,209,183,124,
5431,217,187,133,
5432,215,185,133,
5433,204,174,124,
5434,211,181,127,
5435,207,180,127,
5436,207,182,128,
5437,202,177,121,
5438,193,167,116,
5439,185,158,111,
5440,179,155,107,
5441,175,153,106,
5442,181,160,113,
5443,190,168,121,
5444,183,162,117,
5445,195,173,123,
5446,197,174,122,
5447,202,177,121,
5448,214,188,131,
5449,218,193,136,
5450,218,193,136,
5451,222,197,140,
5452,222,197,140,
5453,214,192,134,
5454,213,191,133,
5455,209,187,129,
5456,208,186,129,
5457,208,185,131,
5458,198,171,126,
5459,142,106,110,
5460,134,90,126,
5461,135,90,129,
5462,139,94,135,
5463,138,93,134,
5464,145,98,144,
5465,147,97,146,
5466,149,96,150,
5467,153,98,155,
5468,155,100,155,
5469,158,103,158,
5470,158,103,158,
5471,156,101,158,
5472,164,109,167,
5473,162,107,165,
5474,165,110,168,
5475,166,115,172,
5476,173,122,179,
5477,180,131,186,
5478,183,139,192,
5479,193,157,201,
5480,172,142,180,
5481,199,171,209,
5482,182,147,189,
5483,157,121,167,
5484,156,118,167,
5485,184,148,196,
5486,180,140,193,
5487,178,131,185,
5488,171,125,174,
5489,152,109,154,
5490,119,98,115,
5491,83,80,73,
5492,78,76,64,
5493,81,68,75,
5494,124,95,123,
5495,125,86,131,
5496,121,80,124,
5497,120,83,117,
5498,115,80,113,
5499,113,79,114,
5500,111,81,115,
5501,106,79,110,
5502,104,75,106,
5503,101,75,102,
5504,98,85,95,
5505,78,75,66,
5506,78,77,72,
5507,74,77,66,
5508,75,81,71,
5509,78,84,74,
5510,80,86,76,
5511,90,95,88,
5512,74,79,72,
5513,86,91,84,
5514,78,83,76,
5515,98,103,96,
5516,80,86,76,
5517,74,80,70,
5518,79,85,75,
5519,72,78,68,
5520,84,91,83,
5521,87,94,86,
5522,87,94,86,
5523,84,91,83,
5524,87,94,87,
5525,79,89,80,
5526,83,93,84,
5527,96,102,92,
5528,80,83,72,
5529,82,84,73,
5530,81,81,71,
5531,81,79,67,
5532,82,85,74,
5533,97,96,78,
5534,199,192,138,
5535,211,197,132,
5536,207,191,132,
5537,197,180,126,
5538,195,177,127,
5539,192,175,119,
5540,195,179,120,
5541,200,184,125,
5542,195,178,122,
5543,196,177,119,
5544,206,184,126,
5545,215,191,131,
5546,224,200,138,
5547,215,191,131,
5548,216,192,132,
5549,215,191,131,
5550,211,185,126,
5551,210,184,127,
5552,213,185,135,
5553,208,178,128,
5554,200,174,117,
5555,199,172,117,
5556,196,173,121,
5557,190,166,118,
5558,188,164,118,
5559,173,151,110,
5560,169,152,108,
5561,164,147,103,
5562,170,151,108,
5563,176,157,114,
5564,177,156,113,
5565,189,171,121,
5566,191,169,119,
5567,204,181,129,
5568,212,187,133,
5569,211,186,130,
5570,218,193,136,
5571,218,193,136,
5572,217,192,135,
5573,214,192,134,
5574,211,191,132,
5575,209,187,129,
5576,206,185,130,
5577,211,188,134,
5578,190,162,122,
5579,149,108,122,
5580,143,96,140,
5581,140,93,137,
5582,138,91,135,
5583,139,92,136,
5584,143,96,142,
5585,150,98,147,
5586,155,100,155,
5587,155,97,155,
5588,155,98,153,
5589,154,99,154,
5590,158,103,158,
5591,155,100,157,
5592,157,102,160,
5593,161,106,164,
5594,168,113,171,
5595,172,119,175,
5596,177,128,184,
5597,188,141,195,
5598,182,137,192,
5599,194,156,205,
5600,192,166,205,
5601,195,171,207,
5602,185,155,189,
5603,157,125,164,
5604,173,140,183,
5605,195,164,206,
5606,188,150,199,
5607,178,136,186,
5608,156,120,158,
5609,130,104,129,
5610,82,73,76,
5611,77,71,71,
5612,76,64,76,
5613,144,117,150,
5614,126,83,129,
5615,115,74,116,
5616,113,77,115,
5617,113,79,112,
5618,109,78,110,
5619,107,78,109,
5620,104,79,108,
5621,100,77,105,
5622,98,74,96,
5623,103,79,101,
5624,95,79,92,
5625,81,77,68,
5626,79,78,73,
5627,76,79,70,
5628,74,80,70,
5629,74,80,70,
5630,76,82,72,
5631,78,84,74,
5632,81,86,79,
5633,73,78,71,
5634,84,89,82,
5635,88,93,86,
5636,76,82,72,
5637,78,84,74,
5638,82,88,78,
5639,73,79,69,
5640,96,103,95,
5641,86,93,85,
5642,81,88,80,
5643,86,93,85,
5644,80,87,79,
5645,90,97,89,
5646,95,102,94,
5647,89,96,88,
5648,87,95,84,
5649,75,78,69,
5650,79,79,71,
5651,75,79,65,
5652,82,84,73,
5653,93,94,78,
5654,189,181,135,
5655,195,179,119,
5656,195,178,122,
5657,192,175,121,
5658,189,172,120,
5659,194,177,125,
5660,198,178,125,
5661,190,173,121,
5662,195,178,124,
5663,203,182,125,
5664,210,188,130,
5665,218,194,134,
5666,210,184,123,
5667,213,189,129,
5668,219,195,135,
5669,214,190,130,
5670,211,187,127,
5671,205,180,123,
5672,203,181,124,
5673,191,168,118,
5674,190,168,119,
5675,190,170,119,
5676,173,154,111,
5677,162,143,113,
5678,154,135,103,
5679,169,150,110,
5680,170,151,109,
5681,164,147,104,
5682,163,148,107,
5683,170,155,112,
5684,169,154,113,
5685,173,156,112,
5686,177,159,113,
5687,193,171,124,
5688,205,182,130,
5689,219,194,138,
5690,220,195,138,
5691,218,193,136,
5692,220,195,138,
5693,211,189,131,
5694,218,196,138,
5695,209,187,129,
5696,212,191,136,
5697,208,186,128,
5698,199,171,134,
5699,145,103,123,
5700,144,97,143,
5701,139,92,138,
5702,141,94,140,
5703,140,93,139,
5704,144,97,143,
5705,152,100,149,
5706,152,97,152,
5707,157,99,157,
5708,159,102,157,
5709,157,102,157,
5710,157,102,157,
5711,157,104,160,
5712,157,106,162,
5713,159,105,163,
5714,165,111,169,
5715,168,119,174,
5716,178,131,183,
5717,185,141,190,
5718,189,147,195,
5719,197,161,205,
5720,193,169,203,
5721,157,136,167,
5722,167,140,171,
5723,166,137,167,
5724,187,157,191,
5725,201,174,209,
5726,183,151,192,
5727,174,139,179,
5728,133,109,135,
5729,103,81,102,
5730,91,74,90,
5731,125,100,129,
5732,154,117,160,
5733,129,87,135,
5734,117,76,118,
5735,114,79,112,
5736,107,76,108,
5737,101,72,102,
5738,103,74,104,
5739,101,75,104,
5740,100,76,100,
5741,94,74,99,
5742,97,76,91,
5743,96,72,94,
5744,119,102,121,
5745,79,74,70,
5746,79,78,73,
5747,82,85,74,
5748,75,81,71,
5749,78,84,74,
5750,75,81,71,
5751,76,82,72,
5752,77,82,75,
5753,77,82,75,
5754,81,86,79,
5755,81,86,79,
5756,76,82,72,
5757,75,81,71,
5758,69,75,65,
5759,83,89,79,
5760,91,98,91,
5761,87,94,86,
5762,77,84,76,
5763,82,89,81,
5764,105,113,102,
5765,76,84,73,
5766,84,91,83,
5767,94,101,93,
5768,94,101,93,
5769,88,95,87,
5770,84,87,80,
5771,80,80,70,
5772,83,84,76,
5773,94,91,82,
5774,101,96,66,
5775,199,186,133,
5776,199,183,124,
5777,199,179,128,
5778,192,171,118,
5779,197,180,128,
5780,192,175,123,
5781,187,171,119,
5782,191,174,122,
5783,200,179,122,
5784,207,185,127,
5785,208,186,126,
5786,213,189,129,
5787,217,191,132,
5788,214,188,129,
5789,214,190,130,
5790,202,180,120,
5791,210,189,132,
5792,206,187,131,
5793,193,171,121,
5794,162,140,101,
5795,168,152,116,
5796,137,123,96,
5797,98,82,69,
5798,138,122,99,
5799,162,144,104,
5800,171,149,110,
5801,166,146,109,
5802,164,149,106,
5803,165,152,110,
5804,165,151,112,
5805,163,150,108,
5806,178,163,120,
5807,178,159,117,
5808,188,167,120,
5809,192,169,115,
5810,212,186,127,
5811,220,195,138,
5812,220,196,136,
5813,220,198,140,
5814,212,192,131,
5815,216,194,136,
5816,207,186,129,
5817,206,185,128,
5818,199,170,138,
5819,143,103,129,
5820,144,96,146,
5821,147,99,147,
5822,145,97,145,
5823,144,96,146,
5824,145,95,144,
5825,150,98,147,
5826,156,102,154,
5827,158,103,158,
5828,155,100,155,
5829,155,100,155,
5830,156,101,156,
5831,153,102,158,
5832,158,109,165,
5833,174,125,181,
5834,177,128,183,
5835,176,129,183,
5836,182,138,187,
5837,193,151,197,
5838,201,164,208,
5839,213,181,220,
5840,199,175,209,
5841,195,176,204,
5842,188,165,191,
5843,137,113,137,
5844,128,104,130,
5845,192,167,197,
5846,194,167,198,
5847,141,114,147,
5848,135,110,142,
5849,181,143,182,
5850,154,116,155,
5851,155,113,159,
5852,145,99,148,
5853,125,84,126,
5854,114,78,116,
5855,110,79,111,
5856,106,77,107,
5857,100,74,99,
5858,100,74,99,
5859,99,75,99,
5860,95,75,100,
5861,91,74,93,
5862,97,77,89,
5863,94,70,92,
5864,104,85,105,
5865,79,76,71,
5866,78,79,71,
5867,83,86,75,
5868,78,81,74,
5869,75,81,71,
5870,77,83,73,
5871,78,84,74,
5872,81,86,79,
5873,77,82,75,
5874,79,84,77,
5875,77,82,75,
5876,79,85,75,
5877,78,84,74,
5878,70,76,66,
5879,84,90,80,
5880,112,118,114,
5881,86,93,86,
5882,76,84,73,
5883,96,104,93,
5884,70,78,67,
5885,71,78,70,
5886,92,99,91,
5887,86,93,85,
5888,88,95,87,
5889,80,87,79,
5890,108,115,107,
5891,85,88,81,
5892,106,106,94,
5893,90,87,80,
5894,90,88,65,
5895,183,176,124,
5896,196,184,124,
5897,187,174,119,
5898,192,176,125,
5899,191,173,125,
5900,172,156,107,
5901,178,162,111,
5902,199,182,130,
5903,194,173,118,
5904,205,184,129,
5905,203,182,129,
5906,210,185,131,
5907,215,188,133,
5908,213,188,132,
5909,202,177,121,
5910,207,184,130,
5911,214,192,135,
5912,199,177,119,
5913,202,181,126,
5914,184,165,132,
5915,107,96,78,
5916,84,81,64,
5917,91,82,73,
5918,117,106,84,
5919,160,142,104,
5920,169,149,112,
5921,165,149,116,
5922,162,148,113,
5923,167,153,116,
5924,168,152,118,
5925,168,153,122,
