,red,green,blue,closest
6799,197,165,204,
6800,202,175,206,
6801,183,163,191,
6802,166,142,174,
6803,132,107,136,
6804,137,112,142,
6805,180,155,187,
6806,150,125,157,
6807,155,130,162,
6808,136,109,142,
6809,140,114,141,
6810,143,109,144,
6811,133,95,136,
6812,132,90,130,
6813,127,85,123,
6814,123,86,120,
6815,115,81,114,
6816,114,83,115,
6817,106,80,107,
6818,100,78,101,
6819,99,77,98,
6820,94,75,94,
6821,98,77,96,
6822,100,75,97,
6823,99,78,95,
6824,92,76,87,
6825,105,80,101,
6826,93,89,88,
6827,83,91,78,
6828,79,86,78,
6829,80,85,78,
6830,78,84,72,
6831,80,86,76,
6832,77,85,74,
6833,78,86,75,
6834,78,86,75,
6835,77,85,74,
6836,75,83,70,
6837,75,81,69,
6838,76,82,70,
6839,79,85,73,
6840,90,100,89,
6841,83,93,84,
6842,94,104,95,
6843,85,95,84,
6844,96,107,91,
6845,103,113,102,
6846,90,99,94,
6847,102,111,108,
6848,90,99,96,
6849,78,88,80,
6850,75,85,76,
6851,76,83,76,
6852,88,96,85,
6853,84,92,81,
6854,98,104,102,
6855,97,101,100,
6856,83,85,80,
6857,77,78,70,
6858,78,78,68,
6859,75,75,67,
6860,78,78,70,
6861,75,75,67,
6862,75,72,65,
6863,76,73,66,
6864,77,74,67,
6865,79,76,69,
6866,80,77,70,
6867,81,81,73,
6868,93,93,85,
6869,104,104,94,
6870,229,221,219,
6871,228,216,220,
6872,228,216,218,
6873,226,214,218,
6874,225,214,220,
6875,223,212,218,
6876,224,213,219,
6877,225,214,218,
6878,225,213,217,
6879,224,212,216,
6880,223,211,215,
6881,223,211,215,
6882,225,213,217,
6883,223,211,215,
6884,226,214,218,
6885,221,209,213,
6886,222,210,214,
6887,225,213,217,
6888,225,213,217,
6889,224,212,216,
6890,225,213,217,
6891,226,214,218,
6892,228,216,218,
6893,231,217,217,
6894,226,212,212,
6895,214,200,200,
6896,211,200,198,
6897,217,206,210,
6898,212,202,210,
6899,209,200,203,
6900,202,188,188,
6901,188,177,185,
6902,169,157,167,
6903,161,138,154,
6904,162,126,162,
6905,161,118,164,
6906,165,112,166,
6907,169,111,169,
6908,161,106,163,
6909,157,102,157,
6910,155,101,153,
6911,153,100,152,
6912,152,99,151,
6913,154,101,153,
6914,163,113,164,
6915,166,119,173,
6916,180,135,190,
6917,181,142,189,
6918,190,151,198,
6919,197,162,204,
6920,189,162,195,
6921,161,140,171,
6922,142,116,151,
6923,165,138,171,
6924,183,156,189,
6925,163,135,173,
6926,146,118,158,
6927,140,113,148,
6928,136,110,139,
6929,98,72,97,
6930,128,108,133,
6931,142,121,154,
6932,143,112,154,
6933,132,96,140,
6934,122,86,124,
6935,114,81,112,
6936,105,77,102,
6937,106,80,105,
6938,100,78,99,
6939,99,75,97,
6940,100,77,97,
6941,100,77,97,
6942,100,76,98,
6943,101,76,98,
6944,101,76,98,
6945,112,87,108,
6946,82,78,77,
6947,72,83,67,
6948,76,81,74,
6949,80,85,78,
6950,79,87,76,
6951,78,86,75,
6952,79,87,76,
6953,76,84,73,
6954,77,85,74,
6955,79,87,76,
6956,78,86,73,
6957,78,84,72,
6958,78,84,72,
6959,78,84,72,
6960,81,91,82,
6961,82,92,83,
6962,74,84,75,
6963,88,98,89,
6964,82,93,79,
6965,79,89,78,
6966,103,113,105,
6967,99,108,103,
6968,89,98,93,
6969,96,106,98,
6970,91,100,95,
6971,102,108,106,
6972,90,97,90,
6973,90,98,87,
6974,80,86,82,
6975,78,82,81,
6976,75,77,72,
6977,80,81,73,
6978,76,76,66,
6979,74,74,66,
6980,78,78,70,
6981,76,76,68,
6982,79,76,69,
6983,80,77,70,
6984,81,78,71,
6985,80,75,69,
6986,79,79,71,
6987,85,88,81,
6988,99,98,93,
6989,226,221,215,
6990,230,220,221,
6991,228,215,222,
6992,228,216,218,
6993,224,213,217,
6994,220,209,215,
6995,222,211,217,
6996,225,214,222,
6997,227,216,222,
6998,225,213,217,
6999,226,214,218,
7000,225,213,217,
7001,225,213,217,
7002,225,213,217,
7003,225,213,217,
7004,226,214,218,
7005,225,213,217,
7006,222,210,214,
7007,221,209,213,
7008,227,215,219,
7009,227,215,219,
7010,231,219,223,
7011,229,217,221,
7012,231,219,221,
7013,229,215,215,
7014,222,208,208,
7015,223,209,209,
7016,215,203,203,
7017,220,208,210,
7018,216,204,208,
7019,213,203,204,
7020,207,192,197,
7021,178,165,174,
7022,170,154,167,
7023,159,126,153,
7024,168,121,165,
7025,163,110,162,
7026,163,108,163,
7027,164,109,164,
7028,158,103,160,
7029,156,101,156,
7030,151,96,151,
7031,152,99,155,
7032,156,103,159,
7033,160,105,162,
7034,165,112,168,
7035,163,112,169,
7036,182,135,190,
7037,183,141,191,
7038,187,145,193,
7039,182,146,190,
7040,189,164,196,
7041,138,117,148,
7042,134,107,142,
7043,138,108,146,
7044,161,130,171,
7045,151,120,162,
7046,143,112,154,
7047,135,104,145,
7048,130,100,134,
7049,126,95,126,
7050,93,83,92,
7051,85,80,84,
7052,118,102,115,
7053,141,117,139,
7054,128,99,129,
7055,116,87,118,
7056,111,83,108,
7057,106,81,103,
7058,102,77,99,
7059,102,77,99,
7060,103,75,98,
7061,102,77,99,
7062,100,76,98,
7063,104,78,103,
7064,110,81,109,
7065,105,84,101,
7066,79,80,72,
7067,72,83,69,
7068,78,85,77,
7069,77,85,74,
7070,80,88,77,
7071,79,87,76,
7072,77,85,74,
7073,77,85,74,
7074,78,86,75,
7075,78,86,75,
7076,77,85,72,
7077,78,84,72,
7078,78,84,72,
7079,75,81,69,
7080,84,94,85,
7081,97,107,98,
7082,77,87,78,
7083,78,88,80,
7084,89,99,91,
7085,82,92,83,
7086,92,102,91,
7087,97,107,96,
7088,98,108,97,
7089,102,112,104,
7090,88,97,94,
7091,98,103,106,
7092,115,121,119,
7093,104,112,101,
7094,86,93,85,
7095,88,93,89,
7096,80,82,77,
7097,95,96,88,
7098,88,88,78,
7099,77,77,69,
7100,81,81,73,
7101,76,76,68,
7102,80,77,70,
7103,78,75,68,
7104,78,78,70,
7105,80,75,69,
7106,81,84,77,
7107,86,91,87,
7108,91,90,88,
7109,221,211,210,
7110,230,218,222,
7111,227,215,219,
7112,225,213,215,
7113,225,213,217,
7114,219,208,214,
7115,228,217,223,
7116,226,215,221,
7117,225,214,220,
7118,228,216,220,
7119,229,217,221,
7120,227,215,219,
7121,225,213,217,
7122,222,210,214,
7123,225,213,217,
7124,225,213,217,
7125,222,210,214,
7126,220,208,212,
7127,221,209,213,
7128,227,215,219,
7129,225,213,217,
7130,232,220,224,
7131,227,215,219,
7132,227,215,217,
7133,227,213,213,
7134,217,203,203,
7135,216,202,202,
7136,218,204,203,
7137,223,208,201,
7138,218,204,191,
7139,208,195,189,
7140,196,184,188,
7141,176,165,169,
7142,166,145,160,
7143,159,119,154,
7144,167,113,162,
7145,164,107,160,
7146,156,101,156,
7147,157,102,157,
7148,156,101,156,
7149,159,104,159,
7150,159,104,159,
7151,159,106,162,
7152,160,107,163,
7153,163,109,167,
7154,157,102,160,
7155,167,113,171,
7156,175,126,182,
7157,181,135,184,
7158,184,140,189,
7159,181,144,188,
7160,186,161,193,
7161,141,121,149,
7162,131,104,139,
7163,136,101,143,
7164,143,107,151,
7165,147,111,157,
7166,140,104,150,
7167,133,97,141,
7168,128,96,135,
7169,122,91,122,
7170,122,96,121,
7171,112,91,110,
7172,100,80,92,
7173,92,76,87,
7174,106,88,104,
7175,122,98,124,
7176,116,87,118,
7177,112,81,112,
7178,107,77,103,
7179,108,78,102,
7180,107,79,102,
7181,107,79,104,
7182,106,83,103,
7183,105,89,100,
7184,91,82,85,
7185,80,79,74,
7186,80,83,72,
7187,76,82,72,
7188,77,85,74,
7189,78,86,75,
7190,81,89,78,
7191,82,90,79,
7192,77,85,74,
7193,78,86,75,
7194,77,85,74,
7195,76,84,73,
7196,76,84,71,
7197,73,79,67,
7198,79,85,73,
7199,79,85,73,
7200,105,116,108,
7201,87,98,90,
7202,121,132,124,
7203,91,102,94,
7204,92,101,96,
7205,88,98,90,
7206,77,87,79,
7207,76,86,77,
7208,87,97,86,
7209,98,108,97,
7210,111,121,113,
7211,92,101,96,
7212,95,104,99,
7213,85,94,89,
7214,89,98,93,
7215,95,100,94,
7216,80,81,75,
7217,75,76,70,
7218,73,74,68,
7219,74,74,66,
7220,81,81,73,
7221,77,77,69,
7222,77,77,69,
7223,80,80,72,
7224,75,76,68,
7225,81,78,71,
7226,81,82,74,
7227,96,97,91,
7228,177,171,171,
7229,230,218,222,
7230,228,216,220,
7231,227,216,220,
7232,224,212,216,
7233,220,209,213,
7234,223,212,218,
7235,225,214,220,
7236,224,213,219,
7237,225,214,220,
7238,226,213,220,
7239,228,215,222,
7240,230,218,222,
7241,228,217,223,
7242,221,211,212,
7243,220,210,211,
7244,220,211,212,
7245,214,201,210,
7246,221,206,209,
7247,225,211,210,
7248,229,217,219,
7249,227,215,217,
7250,228,216,216,
7251,226,216,214,
7252,224,214,212,
7253,217,207,206,
7254,215,203,207,
7255,210,199,197,
7256,214,206,185,
7257,225,209,176,
7258,217,194,160,
7259,200,188,172,
7260,180,169,173,
7261,172,160,164,
7262,156,132,148,
7263,160,112,154,
7264,169,110,164,
7265,163,104,158,
7266,161,102,156,
7267,161,104,157,
7268,153,98,153,
7269,159,104,159,
7270,160,105,160,
7271,157,102,157,
7272,159,106,160,
7273,153,98,155,
7274,159,104,159,
7275,164,113,169,
7276,173,123,184,
7277,176,129,181,
7278,176,136,189,
7279,183,144,188,
7280,185,154,195,
7281,149,134,153,
7282,132,102,136,
7283,132,97,137,
7284,125,92,135,
7285,128,96,137,
7286,134,98,142,
7287,127,90,133,
7288,120,86,123,
7289,117,86,118,
7290,113,82,116,
7291,115,84,118,
7292,115,86,117,
7293,113,84,114,
7294,114,88,115,
7295,106,80,107,
7296,109,80,111,
7297,129,95,130,
7298,106,75,107,
7299,112,79,108,
7300,112,79,106,
7301,105,86,105,
7302,101,91,99,
7303,91,90,85,
7304,96,98,84,
7305,95,104,87,
7306,90,99,82,
7307,87,93,79,
7308,89,97,82,
7309,92,103,89,
7310,86,98,84,
7311,85,96,82,
7312,81,92,78,
7313,82,93,79,
7314,76,87,73,
7315,78,89,75,
7316,73,84,70,
7317,75,86,72,
7318,85,93,80,
7319,106,114,101,
7320,112,123,115,
7321,120,131,123,
7322,89,100,92,
7323,121,132,124,
7324,89,99,91,
7325,89,99,91,
7326,93,103,95,
7327,83,93,85,
7328,76,86,77,
7329,82,92,83,
7330,86,96,87,
7331,104,114,106,
7332,110,120,112,
7333,108,115,108,
7334,91,101,93,
7335,97,100,93,
7336,77,78,72,
7337,76,77,71,
7338,79,80,74,
7339,81,81,73,
7340,79,79,71,
7341,81,81,73,
7342,81,81,73,
7343,79,79,71,
7344,78,79,71,
7345,83,83,75,
7346,88,89,81,
7347,95,94,89,
7348,235,226,227,
7349,226,211,216,
7350,228,216,220,
7351,227,216,220,
7352,229,218,222,
7353,226,215,219,
7354,223,212,218,
7355,226,215,221,
7356,226,215,221,
7357,222,211,217,
7358,226,213,220,
7359,227,214,221,
7360,225,212,219,
7361,224,213,219,
7362,222,213,214,
7363,218,208,206,
7364,216,207,202,
7365,214,202,206,
7366,221,210,214,
7367,220,210,209,
7368,228,215,222,
7369,228,216,220,
7370,230,218,222,
7371,229,217,221,
7372,221,211,212,
7373,215,204,202,
7374,223,210,204,
7375,211,199,177,
7376,213,201,163,
7377,212,191,146,
7378,185,163,114,
7379,193,181,155,
7380,178,169,164,
7381,163,148,153,
7382,150,118,141,
7383,162,110,158,
7384,165,106,160,
7385,165,106,160,
7386,160,101,155,
7387,155,98,151,
7388,152,97,152,
7389,154,99,154,
7390,156,101,156,
7391,164,109,164,
7392,154,99,154,
7393,157,102,157,
7394,156,101,156,
7395,156,103,159,
7396,157,108,164,
7397,169,121,171,
7398,174,131,187,
7399,174,136,177,
7400,198,161,195,
7401,157,134,160,
7402,132,95,138,
7403,118,86,125,
7404,122,90,131,
7405,124,92,131,
7406,125,90,130,
7407,127,93,130,
7408,117,86,118,
7409,108,79,109,
7410,105,79,108,
7411,104,78,107,
7412,105,78,109,
7413,103,77,106,
7414,103,74,104,
7415,102,73,103,
7416,103,73,101,
7417,108,84,110,
7418,98,81,99,
7419,104,83,98,
7420,108,88,100,
7421,84,78,82,
7422,82,82,80,
7423,81,82,74,
7424,80,81,67,
7425,82,89,73,
7426,99,107,92,
7427,79,87,72,
7428,82,90,75,
7429,79,90,76,
7430,83,94,80,
7431,80,91,77,
7432,83,91,78,
7433,81,89,76,
7434,90,96,84,
7435,78,86,73,
7436,74,82,69,
7437,77,85,72,
7438,78,86,73,
7439,75,83,70,
7440,96,107,99,
7441,93,104,96,
7442,111,122,114,
7443,101,112,104,
7444,99,109,101,
7445,109,119,111,
7446,112,122,114,
7447,80,90,82,
7448,80,90,82,
7449,89,98,93,
7450,94,103,98,
7451,86,96,87,
7452,97,107,98,
7453,113,123,112,
7454,96,106,95,
7455,84,87,80,
7456,76,77,71,
7457,78,79,73,
7458,83,84,78,
7459,77,77,69,
7460,79,79,71,
7461,83,83,75,
7462,76,76,68,
7463,78,78,70,
7464,79,80,72,
7465,81,81,73,
7466,89,90,82,
7467,101,100,95,
7468,229,220,221,
7469,232,217,220,
7470,229,217,221,
7471,229,218,222,
7472,228,217,221,
7473,226,215,219,
7474,224,213,219,
7475,224,213,219,
7476,228,217,223,
7477,225,214,220,
7478,226,213,220,
7479,227,214,221,
7480,224,211,218,
7481,222,211,215,
7482,215,204,208,
7483,218,204,203,
7484,210,195,176,
7485,215,202,185,
7486,220,208,192,
7487,221,209,195,
7488,231,217,208,
7489,235,222,216,
7490,232,218,215,
7491,237,223,222,
7492,222,210,210,
7493,212,199,191,
7494,209,195,168,
7495,205,187,141,
7496,207,185,135,
7497,190,167,115,
7498,187,166,113,
7499,180,166,127,
7500,162,153,136,
7501,158,138,140,
7502,159,118,148,
7503,167,113,163,
7504,161,102,156,
7505,157,98,152,
7506,158,99,153,
7507,157,100,153,
7508,151,96,151,
7509,163,108,163,
7510,153,98,153,
7511,154,99,154,
7512,151,96,151,
7513,156,101,156,
7514,153,98,153,
7515,150,95,150,
7516,149,99,152,
7517,160,110,161,
7518,171,122,177,
7519,169,119,156,
7520,172,119,135,
7521,177,141,177,
7522,134,92,138,
7523,116,84,121,
7524,111,79,116,
7525,117,85,122,
7526,115,84,118,
7527,112,81,113,
7528,106,80,109,
7529,101,77,103,
7530,99,75,101,
7531,99,75,101,
7532,98,74,100,
7533,100,76,102,
7534,101,75,102,
7535,108,77,109,
7536,112,82,108,
7537,87,80,87,
7538,78,80,77,
7539,78,77,72,
7540,79,79,71,
7541,72,78,68,
7542,78,79,71,
7543,84,85,77,
7544,76,76,66,
7545,75,81,69,
7546,77,85,72,
7547,82,90,77,
7548,76,84,71,
7549,74,82,69,
7550,74,82,69,
7551,75,83,70,
7552,74,80,68,
7553,79,82,71,
7554,78,81,70,
7555,73,76,65,
7556,75,78,67,
7557,76,79,68,
7558,79,82,71,
7559,74,77,66,
7560,86,97,89,
7561,100,111,103,
7562,112,123,115,
7563,102,113,105,
7564,104,115,107,
7565,90,101,93,
7566,80,91,85,
7567,98,109,103,
7568,101,110,107,
7569,82,91,88,
7570,92,101,96,
7571,90,100,91,
7572,106,118,106,
7573,92,103,89,
7574,100,112,100,
7575,81,86,79,
7576,82,85,78,
7577,89,92,85,
7578,81,82,76,
7579,81,81,73,
7580,80,80,72,
7581,76,76,68,
7582,78,78,70,
7583,78,78,70,
7584,79,80,72,
7585,81,81,73,
7586,89,90,82,
7587,113,112,107,
7588,230,222,220,
7589,232,217,220,
7590,219,207,211,
7591,208,197,203,
7592,215,204,208,
7593,215,204,208,
7594,220,209,215,
7595,225,214,220,
7596,216,205,211,
7597,218,207,213,
7598,229,216,223,
7599,225,212,219,
7600,222,209,218,
7601,217,207,208,
7602,216,205,211,
7603,216,203,197,
7604,223,208,179,
7605,186,169,126,
7606,202,184,138,
7607,213,195,155,
7608,236,216,189,
7609,239,221,197,
7610,233,217,201,
7611,239,222,215,
7612,226,211,204,
7613,216,203,187,
7614,198,183,144,
7615,196,173,121,
7616,206,178,131,
7617,178,154,110,
7618,178,160,112,
7619,163,150,108,
7620,154,146,125,
7621,174,149,155,
7622,172,122,160,
7623,170,113,166,
7624,161,102,156,
7625,161,102,156,
7626,156,97,151,
7627,156,99,152,
7628,155,100,155,
7629,153,98,153,
7630,151,96,151,
7631,149,94,149,
7632,150,95,150,
7633,146,91,146,
7634,145,90,145,
7635,146,92,144,
7636,143,89,141,
7637,151,101,152,
7638,170,118,167,
7639,179,106,136,
7640,158,83,80,
7641,173,125,163,
7642,127,89,126,
7643,112,81,113,
7644,109,78,112,
7645,109,78,110,
7646,112,83,114,
7647,106,80,109,
7648,102,78,104,
7649,99,77,100,
7650,98,76,97,
7651,98,76,99,
7652,99,75,99,
7653,97,75,96,
7654,101,75,100,
7655,110,76,109,
7656,122,96,121,
7657,82,82,80,
7658,81,89,78,
7659,79,80,72,
7660,77,83,69,
7661,73,79,67,
7662,76,77,69,
7663,80,81,73,
7664,79,79,71,
7665,75,81,71,
7666,76,82,72,
7667,77,83,73,
7668,87,93,83,
7669,79,85,73,
7670,77,80,69,
7671,77,80,69,
7672,74,77,66,
7673,76,78,67,
7674,78,80,69,
7675,81,83,72,
7676,76,78,67,
7677,77,79,68,
7678,78,80,69,
7679,79,81,70,
7680,107,120,110,
7681,106,119,109,
7682,83,96,86,
7683,118,131,121,
7684,103,116,109,
7685,123,135,131,
7686,88,101,94,
7687,95,108,101,
7688,85,97,93,
7689,100,112,110,
7690,91,103,99,
7691,123,134,126,
7692,92,103,95,
7693,81,93,83,
7694,98,110,100,
7695,90,97,89,
7696,86,91,84,
7697,79,84,77,
7698,79,82,75,
7699,79,79,71,
7700,79,78,73,
7701,79,79,71,
7702,79,79,71,
7703,80,79,74,
7704,82,82,74,
7705,84,83,78,
7706,94,91,86,
7707,133,128,125,
7708,228,218,216,
7709,234,222,222,
7710,243,231,233,
7711,242,230,234,
7712,240,227,234,
7713,236,223,230,
7714,236,223,230,
7715,235,222,229,
7716,235,222,229,
7717,238,225,232,
7718,242,229,236,
7719,229,216,223,
7720,219,208,214,
7721,219,207,211,
7722,217,206,212,
7723,210,199,193,
7724,220,207,175,
7725,213,192,139,
7726,195,168,115,
7727,208,181,136,
7728,225,205,152,
7729,234,217,165,
7730,231,214,170,
7731,232,218,183,
7732,228,213,192,
7733,221,206,185,
7734,191,173,127,
7735,197,176,121,
7736,201,176,135,
7737,167,145,106,
7738,157,142,101,
7739,166,154,114,
7740,155,147,128,
7741,179,151,163,
7742,170,117,163,
7743,168,109,163,
7744,161,103,153,
7745,156,98,149,
7746,155,96,150,
7747,153,94,150,
7748,151,92,146,
7749,152,93,147,
7750,153,96,149,
7751,151,97,149,
7752,147,94,146,
7753,147,94,146,
7754,144,91,145,
7755,140,90,143,
7756,142,89,143,
7757,147,94,148,
7758,167,109,160,
7759,174,90,106,
7760,151,77,76,
7761,173,127,156,
7762,125,84,124,
7763,115,81,118,
7764,111,77,110,
7765,107,76,108,
7766,100,74,103,
7767,104,80,106,
7768,103,79,103,
7769,97,73,95,
7770,101,76,98,
7771,100,75,97,
7772,103,75,98,
7773,100,75,96,
7774,104,75,103,
7775,108,74,109,
7776,125,104,123,
7777,82,85,78,
7778,84,92,81,
7779,83,86,77,
7780,73,81,68,
7781,74,80,70,
7782,78,79,71,
7783,79,80,72,
7784,77,78,70,
7785,76,77,69,
7786,74,77,68,
7787,78,79,71,
7788,80,83,74,
7789,88,91,80,
7790,75,81,69,
7791,74,80,68,
7792,72,75,64,
7793,74,77,66,
7794,75,77,66,
7795,77,79,68,
7796,77,79,68,
7797,76,78,67,
7798,75,77,66,
7799,79,81,70,
7800,108,119,111,
7801,109,121,111,
7802,108,120,110,
7803,112,123,115,
7804,128,137,134,
7805,95,104,99,
7806,102,111,106,
7807,106,115,110,
7808,103,114,108,
7809,104,115,109,
7810,128,139,133,
7811,93,103,95,
7812,110,120,111,
7813,103,113,104,
7814,86,93,85,
7815,82,87,80,
7816,84,89,82,
7817,84,91,83,
7818,85,90,83,
7819,83,84,76,
7820,78,78,70,
7821,79,79,71,
7822,80,80,72,
7823,82,81,76,
7824,81,81,73,
7825,88,87,82,
7826,101,97,94,
7827,222,216,216,
7828,240,228,230,
7829,235,223,225,
7830,235,223,227,
7831,234,221,228,
7832,233,220,227,
7833,231,218,225,
7834,232,219,226,
7835,235,222,229,
7836,231,218,225,
7837,233,220,227,
7838,235,222,229,
7839,233,220,227,
7840,231,218,227,
7841,235,223,227,
7842,217,206,212,
7843,217,208,201,
7844,219,207,181,
7845,208,187,140,
7846,204,178,127,
7847,193,166,119,
7848,207,182,128,
7849,218,193,137,
7850,226,204,146,
7851,226,206,155,
7852,230,210,175,
7853,195,178,148,
7854,197,179,133,
7855,198,172,121,
7856,187,162,122,
7857,161,139,98,
7858,170,156,111,
7859,167,157,122,
7860,188,178,166,
7861,169,138,154,
7862,173,116,161,
7863,162,104,155,
7864,152,96,145,
7865,152,94,144,
7866,151,92,146,
7867,148,89,143,
7868,147,90,145,
7869,154,97,150,
7870,154,97,150,
7871,148,94,146,
7872,141,89,138,
7873,141,89,138,
7874,139,87,136,
7875,135,85,136,
7876,135,82,138,
7877,145,90,145,
7878,167,109,157,
7879,160,78,84,
7880,138,73,71,
7881,170,123,159,
7882,129,84,127,
7883,115,81,116,
7884,113,79,112,
7885,107,78,109,
7886,100,74,103,
7887,105,79,106,
7888,105,77,102,
7889,98,73,95,
7890,101,76,98,
7891,100,75,97,
7892,103,75,98,
7893,100,75,97,
7894,104,75,105,
7895,108,79,109,
7896,99,83,94,
7897,77,83,73,
7898,75,85,74,
7899,83,90,82,
7900,77,87,76,
7901,77,83,73,
7902,78,79,71,
7903,77,78,70,
7904,78,79,71,
7905,77,78,70,
7906,76,77,69,
7907,77,78,70,
7908,74,77,68,
7909,74,80,68,
7910,80,86,74,
7911,77,83,71,
7912,73,76,65,
7913,75,77,66,
7914,75,77,66,
7915,76,78,67,
7916,76,78,67,
7917,76,78,67,
7918,75,77,66,
7919,80,82,71,
7920,86,94,83,
7921,78,86,75,
7922,78,86,75,
7923,78,88,77,
7924,84,91,83,
7925,78,85,77,
7926,86,93,85,
7927,95,102,94,
7928,110,117,109,
7929,91,98,90,
7930,77,84,76,
7931,83,90,82,
7932,80,85,78,
7933,75,80,73,
7934,86,91,84,
7935,87,92,85,
7936,85,90,83,
7937,76,83,75,
7938,84,89,82,
7939,84,85,77,
7940,80,80,72,
7941,80,80,72,
7942,82,82,74,
7943,83,82,77,
7944,87,86,81,
7945,86,85,80,
7946,238,234,233,
7947,224,218,220,
7948,229,218,222,
7949,229,217,221,
7950,224,211,218,
7951,229,216,223,
7952,228,215,222,
7953,230,217,224,
7954,227,214,221,
7955,233,220,227,
7956,232,219,226,
7957,234,221,228,
7958,233,220,227,
7959,233,220,227,
7960,235,222,231,
7961,234,219,222,
7962,233,222,226,
7963,229,219,217,
7964,218,206,182,
7965,213,195,149,
7966,213,191,134,
7967,205,178,125,
7968,204,172,123,
7969,216,187,131,
7970,228,205,137,
7971,221,201,138,
7972,229,209,156,
7973,183,170,125,
7974,193,176,130,
7975,201,177,129,
7976,168,143,102,
7977,178,158,108,
7978,180,167,115,
7979,172,160,134,
7980,182,172,170,
7981,169,138,156,
7982,164,107,150,
7983,155,97,145,
7984,151,95,142,
7985,153,95,145,
7986,153,94,148,
7987,153,96,149,
7988,150,97,149,
7989,149,96,148,
7990,152,98,150,
7991,145,93,142,
7992,143,91,139,
7993,138,86,134,
7994,142,90,138,
7995,135,86,133,
7996,135,82,134,
7997,143,89,141,
7998,162,107,149,
7999,156,80,80,
8000,131,70,67,
8001,168,121,163,
8002,128,83,124,
8003,114,80,113,
8004,110,79,111,
8005,104,75,106,
8006,107,78,108,
8007,108,78,106,
8008,105,72,99,
8009,105,75,99,
8010,104,76,99,
8011,101,76,98,
8012,100,75,97,
8013,99,73,98,
8014,103,74,104,
8015,109,85,107,
8016,89,83,85,
8017,79,85,75,
8018,77,88,74,
8019,87,94,86,
8020,84,94,83,
8021,79,85,75,
8022,77,78,70,
8023,78,79,71,
8024,77,78,70,
8025,77,78,70,
8026,77,78,70,
8027,79,80,72,
8028,75,78,69,
8029,77,80,69,
8030,80,86,74,
8031,78,84,72,
8032,78,81,70,
8033,76,78,67,
8034,76,78,67,
8035,76,78,67,
8036,76,78,67,
8037,77,79,68,
8038,78,80,69,
8039,75,77,66,
8040,75,82,74,
8041,85,92,84,
8042,93,100,93,
8043,80,90,82,
8044,81,89,78,
8045,87,94,87,
8046,83,90,83,
8047,84,91,84,
8048,84,89,82,
8049,81,88,80,
8050,82,89,82,
8051,82,87,81,
8052,92,97,93,
8053,93,98,92,
8054,84,89,82,
8055,87,94,86,
8056,76,81,74,
8057,82,87,80,
8058,77,80,73,
8059,81,81,73,
8060,87,87,79,
8061,84,84,76,
8062,86,85,80,
8063,88,87,83,
8064,95,92,87,
8065,226,222,219,
8066,217,211,213,
8067,222,213,218,
8068,219,210,215,
8069,223,212,218,
8070,224,211,218,
8071,223,210,217,
8072,225,212,219,
8073,226,213,220,
8074,228,215,222,
8075,228,215,222,
8076,230,217,224,
8077,231,218,225,
8078,233,220,227,
8079,232,219,226,
8080,234,221,230,
8081,235,220,225,
8082,238,227,231,
8083,235,223,223,
8084,238,224,211,
8085,232,213,180,
8086,226,205,150,
8087,218,192,133,
8088,207,177,125,
8089,204,177,124,
8090,213,193,130,
8091,221,203,141,
8092,216,199,143,
8093,200,187,132,
8094,196,178,128,
8095,187,164,120,
8096,176,153,109,
8097,197,180,128,
8098,205,194,140,
8099,211,198,179,
8100,193,181,181,
8101,172,143,161,
8102,166,114,153,
8103,163,104,150,
8104,155,97,145,
8105,155,97,147,
8106,153,96,147,
8107,149,95,145,
8108,149,97,146,
8109,140,87,139,
8110,141,89,138,
8111,141,92,139,
8112,136,87,132,
8113,133,84,129,
8114,132,83,128,
8115,129,82,126,
8116,136,86,135,
8117,142,90,139,
8118,149,96,140,
8119,154,82,85,
8120,133,70,78,
8121,156,112,145,
8122,121,82,113,
8123,116,82,115,
8124,114,80,113,
8125,110,79,110,
8126,112,81,112,
8127,107,77,105,
8128,109,76,103,
8129,107,77,101,
8130,104,76,99,
8131,103,75,98,
8132,99,76,96,
8133,100,74,99,
8134,103,74,104,
8135,112,95,111,
8136,80,80,78,
8137,80,82,77,
8138,82,90,79,
8139,78,86,75,
8140,74,82,71,
8141,84,90,80,
8142,80,83,74,
8143,77,80,71,
8144,77,78,70,
8145,74,75,67,
8146,76,77,69,
8147,78,79,71,
8148,79,80,72,
8149,78,81,70,
8150,75,81,69,
8151,75,81,69,
8152,77,83,71,
8153,77,80,69,
8154,75,78,67,
8155,75,78,67,
8156,77,79,68,
8157,76,78,67,
8158,77,79,68,
8159,75,77,66,
8160,110,116,112,
8161,113,123,115,
8162,113,122,119,
8163,84,95,91,
8164,82,91,86,
8165,83,93,84,
8166,78,87,86,
8167,86,95,92,
8168,79,86,78,
8169,80,87,80,
8170,84,90,86,
8171,78,85,77,
8172,76,83,76,
8173,95,101,101,
8174,88,95,88,
8175,99,107,96,
8176,85,92,84,
8177,91,94,87,
8178,78,79,73,
8179,83,82,77,
8180,81,81,73,
8181,82,82,72,
8182,81,82,77,
8183,86,86,84,
8184,98,95,88,
8185,234,229,226,
8186,223,217,221,
8187,217,211,215,
8188,216,210,214,
8189,215,209,213,
8190,219,210,215,
8191,221,210,218,
8192,224,213,219,
8193,226,215,221,
8194,226,215,221,
8195,229,218,224,
8196,228,217,223,
