red,green,blue,red_total,green_total,blue_total,n_total,red_mean,green_mean,blue_mean
223.6595744680851,212.04255319148936,215.0212765957447,0,0,0,0,0,0,0
224.16666666666666,212.54545454545453,217.36363636363637,0,0,0,0,0,0,0
225.63793103448276,213.72413793103448,217.3448275862069,0,0,0,0,0,0,0
226.4915254237288,214.59322033898306,218.74576271186442,0,0,0,0,0,0,0
227.9090909090909,216.0681818181818,218.6818181818182,0,0,0,0,0,0,0
229.20754716981133,216.71698113207546,220.0566037735849,0,0,0,0,0,0,0
229.825,217.6,221.55,0,0,0,0,0,0,0
231.625,219.09375,221.03125,0,0,0,0,0,0,0
232.75675675675674,219.51351351351352,222.97297297297297,0,0,0,0,0,0,0
233.3,219.96666666666667,224.53333333333333,0,0,0,0,0,0,0
234.94117647058823,221.3235294117647,224.7941176470588,0,0,0,0,0,0,0
234.89473684210526,222.26315789473685,226.8421052631579,0,0,0,0,0,0,0
235.85714285714286,222.92857142857142,228.07142857142858,0,0,0,0,0,0,0
236.88888888888889,224.11111111111111,228.33333333333334,0,0,0,0,0,0,0
238.0,226.0,231.5,0,0,0,0,0,0,0
240.0,228.0,230.0,0,0,0,0,0,0,0
240.0,227.0,234.0,0,0,0,0,0,0,0
240.0,232.0,233.5,0,0,0,0,0,0,0
242.5,230.0,234.5,0,0,0,0,0,0,0
